date,avgtemp,humidity,wind_speed,meanpressure
2015-04-14,26.25,62.75,3.0125,1012.75
2015-04-15,27.625,59.25,57.875.000.000.000.000,1.012.875
2015-04-16,25.25,58.25,8.1125,1.013.875
2015-04-17,28.125,48.75,8.3375,1.007.125
2015-04-18,30.125,44.5,5.562.500.000.000.000,1.002.375
2015-04-19,32.125,41.0,4.175,1.003.875
2015-04-20,32.875,37.875,7.1875,1005.75
2015-04-21,31.75,28.5,11.1125,1.005.625
2015-04-22,30.75,30.25,11.349.999.999.999.900,1.003.125
2015-04-23,30.75,33.0,8.1,1004.0
2015-04-24,31.125,39.5,25.500.000.000.000.000,1.004.375
2015-04-25,30.5,43.125,12.975,1.005.875
2015-04-26,28.75,51.125,15.737.499.999.999.900,1008.0
2015-04-27,30.125,53.0,175.875,1006.75
2015-04-28,31.0,48.25,12.5125,1004.5
2015-04-29,31.25,47.25,9.025,1005.0
2015-04-30,32.625,44.75,15.05,1004.0
2015-05-01,31.25,43.5,5.3375,1.005.875
2015-05-02,30.125,40.25,4.4,1006.25
2015-05-03,31.0,39.25,30.124.999.999.999.900,1.006.625
2015-05-04,30.875,39.25,3.9375,1.006.625
2015-05-05,32.125,31.125,76.499.999.999.999.900,1.003.875
2015-05-06,34.125,22.0,11.362.499.999.999.900,1.001.875
2015-05-07,3.542.857.142.857.140,13.428.571.428.571.400,15.342.857.142.857.100,10.035.714.285.714.200
2015-05-08,34.125,22.375,12.274.999.999.999.900,1003.25
2015-05-09,35.125,27.0,8.3375,1.001.625
2015-05-10,35.125,25.0,6.9625,1.001.375
2015-05-11,34.0,32.625,10.887.500.000.000.000,1.003.625
2015-05-12,33.125,46.0,60.375.000.000.000.000,1.004.875
2015-05-13,27.75,61.0,6.7125,1.006.125
2015-05-14,29.625,49.625,4.4125,1007.25
2015-05-15,28.5,52.125,7.175.000.000.000.000,1006.5
2015-05-16,30.0,51.625,4.1625,1003.25
2015-05-17,33.25,40.375,8.35,1.001.125
2015-05-18,35.375,35.75,5.562.500.000.000.000,1000.0
2015-05-19,31.5,44.0,14.812.500.000.000.000,1.002.125
2015-05-20,33.125,31.625,14.600.000.000.000.000,1002.0
2015-05-21,35.625,24.625,11.3375,1.000.375
2015-05-22,36.25,19.5,12.5125,998.125
2015-05-23,37.375,21.75,12.725.000.000.000.000,996.125
2015-05-24,36.0,29.25,51.000.000.000.000.000,997.375
2015-05-25,37.75,22.25,10.875,996.875
2015-05-26,35.25,26.625,17.125,1001.5
2015-05-27,33.75,20.5,6.7125,1001.25
2015-05-28,34.75,29.5,8.3375,1.000.625
2015-05-29,35.125,27.25,8.125,1.001.625
2015-05-30,32.25,38.75,12.2625,1.003.875
2015-05-31,34.25,25.0,145.875,1001.75
2015-06-01,29.375,41.75,12.512.500.000.000.000,1003.25
2015-06-02,31.625,39.25,8.575,1003.5
2015-06-03,28.625,50.5,67.250.000.000.000.000,1.004.625
2015-06-04,31.875,48.375,4.8625,1004.0
2015-06-05,32.625,39.875,6.0125,1003.5
2015-06-06,33.375,39.75,7.862.500.000.000.000,1.001.375
2015-06-07,35.0,36.25,7.175.000.000.000.000,999.25
2015-06-08,36.5,33.0,6.25,998.875
2015-06-09,37.625,23.875,18.75,998.875
2015-06-10,36.625,32.285.714.285.714.200,18.049.999.999.999.900,999.625
2015-06-11,35.625,34.75,18.287.499.999.999.900,1000.0
2015-06-12,35.875,34.625,12.737.499.999.999.900,998.5
2015-06-13,31.125,48.125,10.1875,9.988.571.428.571.420
2015-06-14,27.0,77.625,3.95,10.002.857.142.857.100
2015-06-15,31.0,60.75,3.0125,9.995.714.285.714.280
2015-06-16,32.375,52.125,2.7875,9.991.428.571.428.570
2015-06-17,33.875,49.75,3.25,998.0
2015-06-18,35.125,45.125,3.0125,997.625
2015-06-19,35.875,46.75,8.575,996.25
2015-06-20,33.125,48.5,12.975,997.875
2015-06-21,30.375,63.625,8.1125,998.125
2015-06-22,32.125,59.5,4.4,995.625
2015-06-23,31.5,61.625,6.012.500.000.000.000,995.0
2015-06-24,37.25,63.875,6.5,995.375
2015-06-25,26.625,82.75,6.2625,994.75
2015-06-26,31.125,54.25,11.5625,995.25
2015-06-27,32.625,48.25,14.112.499.999.999.900,997.125
2015-06-28,34.25,47.5,9.0375,10.002.857.142.857.100
2015-06-29,31.125,56.625,11.562.500.000.000.000,1.003.625
2015-06-30,30.875,58.625,9.9625,1.002.625
2015-07-01,32.0,53.25,4.175.000.000.000.000,1.001.875
2015-07-02,33.75,45.875,6.949.999.999.999.990,1.001.125
2015-07-03,33.0,49.0,14.35,999.625
2015-07-04,34.125,51.5,16.900.000.000.000.000,997.5
2015-07-05,35.714.285.714.285.700,47.285.714.285.714.200,14.014.285.714.285.700,9.954.285.714.285.710
2015-07-06,27.875,83.25,9.275,997.875
2015-07-07,28.125,86.125,1.85,998.125
2015-07-08,31.25,72.0,27.750.000.000.000.000,998.625
2015-07-09,29.625,77.25,2.55,998.625
2015-07-10,26.625,92.125,6.025,998.75
2015-07-11,25.5,98.0,32.375.000.000.000.000,9.993.333.333.333.330
2015-07-12,25.5,94.75,7.425.000.000.000.000,998.625
2015-07-13,29.875,73.125,4.8625,1.000.625
2015-07-14,30.875,67.875,10.875,9.978.571.428.571.420
2015-07-15,33.375,52.875,17.137.500.000.000.000,993.75
2015-07-16,31.75,61.375,13.437.499.999.999.900,994.75
2015-07-17,30.75,75.625,4.4,997.25
2015-07-18,29.5,78.875,4.175,998.0
2015-07-19,30.125,70.0,0.7,997.625
2015-07-20,29.125,78.0,4.8625,999.125
2015-07-21,31.375,69.25,8.125,1000.0
2015-07-22,32.25,64.125,7.875.000.000.000.000,1.001.125
2015-07-23,32.125,64.875,8.575.000.000.000.000,1001.75
2015-07-24,32.0,64.75,6.7125,1001.0
2015-07-25,30.857.142.857.142.800,71.0,199.125,9.985.714.285.714.280
2015-07-26,30.0,71.625,168.875,998.875
2015-07-27,29.625,69.0,11.3375,10.002.857.142.857.100
2015-07-28,29.5,61.0,11.587.499.999.999.900,1.000.125
2015-07-29,28.5,68.125,10.875,998.0
2015-07-30,29.0,67.75,9.9625,998.875
2015-07-31,29.0,71.0,4.175.000.000.000.000,999.75
2015-08-01,28.25,71.75,925,1002.75
2015-08-02,29.625,69.5,2.55,1.003.625
2015-08-03,31.5,58.625,5.325,1.001.875
2015-08-04,29.428.571.428.571.400,7.778.571.428.571.420,4.771.428.571.428.570,10.000.714.285.714.200
2015-08-05,2.959.375,7.965.625,8.221.875,100.028.125
2015-08-06,29.5,79.125,30.250.000.000.000.000,998.0
2015-08-07,29.25,83.0,2.3125,1000.0
2015-08-08,28.875,84.875,1.625,1002.0
2015-08-09,27.375,90.125,3.0125,1000.25
2015-08-10,30.375,77.0,0.0,1000.0
2015-08-11,28.375,86.625,4.625,1003.0
2015-08-12,30.75,74.25,0.0,1.003.125
2015-08-13,32.0,69.5,4.625,1.001.875
2015-08-14,30.875,72.625,34.749.999.999.999.900,1002.0
2015-08-15,28.5,85.5,0.0,1002.75
2015-08-16,28.625,82.625,1.85,1.002.875
2015-08-17,30.75,72.625,0.7,1.001.375
2015-08-18,29.125,72.875,4.875,10.025.714.285.714.200
2015-08-19,31.25,61.25,33.325,1.002.375
2015-08-20,30.75,58.625,14.6,1.001.375
2015-08-21,29.375,72.0,8.575,1002.0
2015-08-22,30.25,65.375,5.800.000.000.000.000,1.000.875
2015-08-23,29.875,69.375,5.5625,10.008.571.428.571.400
2015-08-24,30.75,65.625,7.1875,1001.75
2015-08-25,32.0,57.285.714.285.714.200,10.071.428.571.428.500,1001.0
2015-08-26,32.0,61.0,4.862.500.000.000.000,1.001.125
2015-08-27,32.5,61.0,5.325.000.000.000.000,1002.0
2015-08-28,32.0,63.5,2.3125,1002.25
2015-08-29,32.25,58.0,5.812.500.000.000.000,1.001.375
2015-08-30,32.625,56.5,9.274.999.999.999.990,1.001.375
2015-08-31,31.857.142.857.142.800,5.442.857.142.857.140,13.485.714.285.714.200,10.018.333.333.333.300
2015-09-01,32.125,47.625,15.275,10.008.571.428.571.400
2015-09-02,31.875,45.625,12.737.499.999.999.900,1001.75
2015-09-03,31.625,49.125,10.1875,1005.5
2015-09-04,32.0,42.625,11.35,1.007.875
2015-09-05,30.875,47.25,7.637.499.999.999.990,1.007.125
2015-09-06,31.25,41.8,7.6375,1006.25
2015-09-07,31.5,46.375,9.4875,1005.75
2015-09-08,31.625,47.0,11.8125,1005.5
2015-09-09,31.0,47.875,10.1875,1.005.625
2015-09-10,31.25,46.5,8.575.000.000.000.000,1006.75
2015-09-11,30.75,49.75,6.012.499.999.999.990,1006.25
2015-09-12,32.142.857.142.857.100,5.442.857.142.857.140,31.714.285.714.285.700,1006.0
2015-09-13,32.125,55.25,13.875.000.000.000.000,1.005.875
2015-09-14,31.875,54.375,2.55,1.003.625
2015-09-15,33.0,55.0,4.625,1003.25
2015-09-16,32.375,55.0,1.4,1.003.625
2015-09-17,31.375,58.375,1.1625,1.004.375
2015-09-18,31.0,67.625,74.125.000.000.000.000,1.005.125
2015-09-19,30.625,74.25,20.875.000.000.000.000,1.003.625
2015-09-20,29.142.857.142.857.100,6.914.285.714.285.710,5.557.142.857.142.850,10.028.571.428.571.400
2015-09-21,30.125,64.5,5.800.000.000.000.000,1002.5
2015-09-22,30.25,64.375,10.187.499.999.999.900,1002.5
2015-09-23,28.625,61.25,13.675,1.006.375
2015-09-24,28.25,52.375,11.575,1.004.625
2015-09-25,28.5,49.375,8.575,1003.75
2015-09-26,29.25,53.5,6.25,1005.25
2015-09-27,28.714.285.714.285.700,58.142.857.142.857.100,29.142.857.142.857.100,1007.0
2015-09-28,28.25,58.5,3.9375,1009.0
2015-09-29,29.0,5.457.142.857.142.850,9.528.571.428.571.420,10.105.714.285.714.200
2015-09-30,29.0,46.875,8.3375,1.011.375
2015-10-01,28.125,51.25,5.574.999.999.999.990,1012.0
2015-10-02,28.285.714.285.714.200,53.714.285.714.285.700,145.875,1010.75
2015-10-03,30.0,52.333.333.333.333.300,18.785.714.285.714.200,10.087.142.857.142.800
2015-10-04,29.0,54.375,30.250.000.000.000.000,1.008.125
2015-10-05,28.875,59.375,13.875.000.000.000.000,1009.25
2015-10-06,28.375,61.125,4.6375,1009.0
2015-10-07,28.625,65.75,64.750.000.000.000.000,1.009.125
2015-10-08,28.375,65.125,44.125.000.000.000.000,1007.5
2015-10-09,28.5,59.75,6.025,1004.25
2015-10-10,28.5,54.625,6.7125,1005.0
2015-10-11,28.571.428.571.428.500,5.157.142.857.142.850,6.885.714.285.714.280,10.087.142.857.142.800
2015-10-12,29.25,54.125,3.25,1010.0
2015-10-13,29.5,62.875,37.250.000.000.000.000,1011.0
2015-10-14,28.125,63.625,4.875.000.000.000.000,1013.25
2015-10-15,27.5,66.0,4.625,1013.5
2015-10-16,27.875,62.625,925,1013.5
2015-10-17,28.0,63.75,3.7125,1012.25
2015-10-18,26.857.142.857.142.800,7.171.428.571.428.570,11.1125,1.013.125
2015-10-19,28.142.857.142.857.100,6.628.571.428.571.420,34.571.428.571.428.500,10.117.142.857.142.800
2015-10-20,27.714.285.714.285.700,6.485.714.285.714.280,29.142.857.142.857.100,10.098.571.428.571.400
2015-10-21,26.5,62.125,2.0875,1.011.875
2015-10-22,24.75,56.0,4.4,1012.25
2015-10-23,24.0,51.625,4.862.500.000.000.000,1.011.875
2015-10-24,24.875,53.25,14.000.000.000.000.000,1.011.625
2015-10-25,26.375,47.125,5.575,1012.75
2015-10-26,25.625,52.125,5.574.999.999.999.990,1.014.875
2015-10-27,24.75,54.25,34.749.999.999.999.900,1.013.875
2015-10-28,20.875,57.25,7.875.000.000.000.000,1.015.875
2015-10-29,22.125,63.5,1.85,1.016.875
2015-10-30,22.375,67.25,1.625,1.016.375
2015-10-31,22.375,69.375,1.1625,1.016.125
2015-11-01,22.875,70.5,925,1016.25
2015-11-02,23.375,71.375,4.625,1.015.875
2015-11-03,24.0,67.875,475,1014.25
2015-11-04,23.75,69.0,925,1012.25
2015-11-05,22.125,75.25,5.100.000.000.000.000,1.012.375
2015-11-06,22.875,74.375,2.325,1012.75
2015-11-07,21.875,74.875,1.1625,1.014.625
2015-11-08,21.875,70.25,18.624.999.999.999.900,1.015.875
2015-11-09,21.75,73.625,0.7,1015.0
2015-11-10,22.75,72.625,0.7,1013.5
2015-11-11,21.875,59.5,4.6375,1.014.375
2015-11-12,21.875,60.5,5.7875,1.015.375
2015-11-13,22.375,59.375,5.325,1.014.875
2015-11-14,22.375,59.625,3.475,1012.0
2015-11-15,22.5,62.0,0.0,1012.0
2015-11-16,21.875,50.375,27.874.999.999.999.900,1.012.625
2015-11-17,19.875,48.375,51.000.000.000.000.000,1013.5
2015-11-18,18.5,57.625,4.4,1.016.375
2015-11-19,18.5,64.75,925,1017.5
2015-11-20,18.5,66.0,4.625,1.016.125
2015-11-21,18.75,67.625,13.875.000.000.000.000,1015.5
2015-11-22,18.625,64.875,4.625,1.015.125
2015-11-23,17.0,73.5,0.0,1.015.875
2015-11-24,18.5,63.0,1.625,1016.0
2015-11-25,19.375,56.375,57.875.000.000.000.000,1014.75
2015-11-26,20.0,59.5,925,1012.75
2015-11-27,18.5,66.25,2.55,1011.25
2015-11-28,18.75,82.125,1.1625,1.015.375
2015-11-29,18.125,81.25,1.1625,1018.0
2015-11-30,19.5,82.375,925,1016.75
2015-12-01,19.25,78.75,1.625,1014.75
2015-12-02,18.125,72.125,2.0875,1.016.125
2015-12-03,17.625,70.25,7.1875,1016.0
2015-12-04,17.625,67.5,4.6375,1015.0
2015-12-05,17.5,72.375,925,1.015.875
2015-12-06,17.125,75.875,14.000.000.000.000.000,1016.5
2015-12-07,17.625,76.875,2.3125,1017.25
2015-12-08,18.428.571.428.571.400,7.128.571.428.571.420,10.571.428.571.428.500,10.157.142.857.142.800
2015-12-09,18.375,78.125,3.475,1015.25
2015-12-10,19.0,77.25,20.875.000.000.000.000,1011.75
2015-12-11,17.25,77.875,51.000.000.000.000.000,1.011.375
2015-12-12,13.25,91.0,43.999.999.999.999.900,1014.25
2015-12-13,12.875,67.0,3.475,1016.5
2015-12-14,13.25,63.625,7.400.000.000.000.000,1017.0
2015-12-15,13.125,63.875,5.325,1016.5
2015-12-16,13.0,65.5,1.1625,1.016.375
2015-12-17,12.25,73.625,925,1.016.875
2015-12-18,12.875,71.25,4.4,1.018.625
2015-12-19,12.375,71.875,3.4875,1019.0
2015-12-20,11.75,70.25,1.1625,1018.5
2015-12-21,12.625,74.75,13.875.000.000.000.000,1.018.875
2015-12-22,12.0,79.875,0.7,1.020.875
2015-12-23,12.5,81.375,34.875.000.000.000.000,1.020.625
2015-12-24,11.25,68.625,6.025,1021.25
2015-12-25,11.5,66.125,5.5625,1022.0
2015-12-26,12.75,64.5,6.4875,1.021.125
2015-12-27,15.375,63.25,7.8875,1.020.625
2015-12-28,17.125,58.125,10.8875,1.020.875
2015-12-29,16.375,65.0,74.125.000.000.000.000,1.018.125
2015-12-30,15.5,71.75,20.999.999.999.999.900,1017.5
2015-12-31,15.0,71.375,2.0875,1020.5
2016-01-01,14.714.285.714.285.700,7.228.571.428.571.420,10.571.428.571.428.500,10.211.428.571.428.500
2016-01-02,14.0,75.875,2.0875,1021.0
2016-01-03,14.375,74.75,5.112.500.000.000.000,1018.5
2016-01-04,15.75,77.125,0.0,1.017.625
2016-01-05,15.833.333.333.333.300,8.883.333.333.333.330,6.166.666.666.666.660,1017.0
2016-01-06,17.375,81.625,2.3125,1016.5
2016-01-07,17.125,87.0,0.0,1.018.125
2016-01-08,15.5,83.25,7.887.500.000.000.000,1017.25
2016-01-09,15.857.142.857.142.800,6.514.285.714.285.710,8.471.428.571.428.570,10.154.285.714.285.700
2016-01-10,15.625,74.375,2.775,1017.5
2016-01-11,15.75,74.875,1.625,1017.5
2016-01-12,18.0,696.875,603.125,10.149.375
2016-01-13,18.266.666.666.666.600,75.8,05.08,10.143.333.333.333.300
2016-01-14,155.625,804.375,4.300.000.000.000.000,1.016.125
2016-01-15,13.0,841.875,10.775,1017.0
2016-01-16,13.6,8.006.666.666.666.660,11.239.999.999.999.900,1014.6
2016-01-17,14.0,7.766.666.666.666.660,21.066.666.666.666.600,1016.2
2016-01-18,13.266.666.666.666.600,8.046.666.666.666.660,14.800.000.000.000.000,10.147.333.333.333.300
2016-01-19,12.357.142.857.142.800,8.857.142.857.142.850,4.65,10.152.857.142.857.100
2016-01-20,12.066.666.666.666.600,84.2,6.193.333.333.333.330,10.186.666.666.666.600
2016-01-21,12.1875,731.875,7.887.499.999.999.990,10.201.875
2016-01-22,11.733.333.333.333.300,83.4,3.586.666.666.666.660,10.194.666.666.666.600
2016-01-23,144.375,75.875,32.500.000.000.000.000,10.198.125
2016-01-24,11.1875,86.25,6.624.999.999.999.990,10.190.625
2016-01-25,11.666.666.666.666.600,75.4,4.58,1017.2
2016-01-26,145.625,796.875,25.500.000.000.000.000,1.015.375
2016-01-27,17.583.333.333.333.300,6.916.666.666.666.660,4.025,10.141.666.666.666.600
2016-01-28,16.857.142.857.142.800,6.935.714.285.714.280,5.028.571.428.571.420,10.150.714.285.714.200
2016-01-29,195.625,70.625,254.375,1.017.375
2016-01-30,20.142.857.142.857.100,78.5,1.2,1014.5
2016-01-31,17.375,78.25,7.762.500.000.000.000,1016.0
2016-02-01,15.846.153.846.153.800,6.576.923.076.923.070,7.269.230.769.230.760,10.171.538.461.538.400
2016-02-02,15.266.666.666.666.600,5.586.666.666.666.660,8.893.333.333.333.330,1018.2
2016-02-03,13.125,66.5,7.622.222.222.222.220,1018.0
2016-02-04,16.363.636.363.636.300,53.0,6.941.666.666.666.660,10.173.333.333.333.300
2016-02-05,12.666.666.666.666.600,7.066.666.666.666.660,21.666.666.666.666.600,10.168.333.333.333.300
2016-02-06,15.333.333.333.333.300,69.5,36.999.999.999.999.900,10.133.333.333.333.300
2016-02-07,15.625,77.0,2.7875,1015.75
2016-02-08,1.709.090.909.090.900,6.718.181.818.181.810,5.9,10.170.909.090.909.000
2016-02-09,1.776.923.076.923.070,6.746.153.846.153.840,5.846.153.846.153.840,10.146.923.076.923.000
2016-02-10,18.133.333.333.333.300,6.486.666.666.666.660,2.1,10.127.333.333.333.300
2016-02-11,196.875,54.75,603.125,1011.25
2016-02-12,19.2,5.786.666.666.666.660,7.466.666.666.666.660,10.125.333.333.333.300
2016-02-13,17.066.666.666.666.600,6.213.333.333.333.330,58.066.666.666.666.600,10.148.666.666.666.600
2016-02-14,17.642.857.142.857.100,6.192.857.142.857.140,8.071.428.571.428.570,10.172.142.857.142.800
2016-02-15,17.6,5.953.333.333.333.330,5.94,10.187.333.333.333.300
2016-02-16,18.214.285.714.285.700,56.142.857.142.857.100,5.435.714.285.714.280,10.200.714.285.714.200
2016-02-17,18.714.285.714.285.700,59.285.714.285.714.200,37.071.428.571.428.500,10.191.428.571.428.500
2016-02-18,19.466.666.666.666.600,76.0,5.186.666.666.666.660,1017.4
2016-02-19,23.153.846.153.846.100,7.023.076.923.076.920,41.461.538.461.538.400,10.146.153.846.153.800
2016-02-20,23.625,73.125,1.111.875,1.014.125
2016-02-21,21.0,61.125,17.137.500.000.000.000,1014.75
2016-02-22,21.0,5.142.857.142.857.140,15.207.142.857.142.800,10.144.285.714.285.700
2016-02-23,21.428.571.428.571.400,50.642.857.142.857.100,9.785.714.285.714.280,1012.5
2016-02-24,216.875,580.625,24.437.500.000.000.000,10.129.375
2016-02-25,225.625,57.5,5.3375,1015.5
2016-02-26,22.8,55.6,2.48,1018.4
2016-02-27,22.8,59.0,3.333.333.333.333.330,10.184.666.666.666.600
2016-02-28,23.0,630.625,3.712.500.000.000.000,10.189.375
2016-02-29,23.875,639.375,3.712.500.000.000.000,1.018.625
2016-03-01,24.916.666.666.666.600,57.416.666.666.666.600,1.7,1015.0
2016-03-02,24.933.333.333.333.300,5.706.666.666.666.660,17.333.333.333.333.300,1015.4
2016-03-03,26.0,5.561.538.461.538.460,4.292.307.692.307.690,10.146.153.846.153.800
2016-03-04,273.125,44.25,614.375,10.126.875
2016-03-05,23.933.333.333.333.300,5.713.333.333.333.330,11.0,10.126.666.666.666.600
2016-03-06,228.125,665.625,521.875,10.130.625
2016-03-07,23.714.285.714.285.700,6.414.285.714.285.710,5.171.428.571.428.570,10.123.571.428.571.400
2016-03-08,23.428.571.428.571.400,60.214.285.714.285.700,6.742.857.142.857.140,10.116.428.571.428.500
2016-03-09,24.0,575.625,9.375,10.120.625
2016-03-10,255.625,574.375,7.981.249.999.999.990,10.131.875
2016-03-11,25.066.666.666.666.600,67.8,6.546.666.666.666.660,10.125.333.333.333.300
2016-03-12,245.625,669.375,9.487.499.999.999.990,10.095.625
2016-03-13,24.25,651.875,684.375,10.111.875
2016-03-14,22.375,66.0,6.275,10.143.125
2016-03-15,24.066.666.666.666.600,5.893.333.333.333.330,8.646.666.666.666.660,10.148.666.666.666.600
2016-03-16,239.375,53.75,1.088.125,10.128.125
2016-03-17,263.125,503.125,684.375,10.104.375
2016-03-18,261.875,61.25,6.7125,10.098.125
2016-03-19,26.785.714.285.714.200,61.857.142.857.142.800,3.578.571.428.571.420,10.092.142.857.142.800
2016-03-20,27.133.333.333.333.300,58.733.333.333.333.300,28.466.666.666.666.600,10.103.333.333.333.300
2016-03-21,26.625,43.375,12.2625,1.011.125
2016-03-22,250.625,37.875,22.1,1.009.375
2016-03-23,26.2,43.266.666.666.666.600,10.641.666.666.666.600,1010.0
2016-03-24,28.133.333.333.333.300,4.686.666.666.666.660,32.133.333.333.333.300,10.133.333.333.333.300
2016-03-25,29.875,501.875,33.687.500.000.000.000,10.131.875
2016-03-26,24.666.666.666.666.600,62.666.666.666.666.600,9.393.333.333.333.330,1013.6
2016-03-27,26.25,536.875,9.156.249.999.999.990,10.128.125
2016-03-28,25.933.333.333.333.300,52.8,6.546.666.666.666.660,7.679.333.333.333.330
2016-03-29,27.125,47.75,7.293.749.999.999.990,10.113.125
2016-03-30,29.571.428.571.428.500,39.785.714.285.714.200,7.021.428.571.428.570,10.111.428.571.428.500
2016-03-31,30.0,39.733.333.333.333.300,4.333.333.333.333.330,1009.2
2016-04-01,30.571.428.571.428.500,38.214.285.714.285.700,12.035.714.285.714.200,10.067.142.857.142.800
2016-04-02,323.125,385.625,5.4625,1008.0
2016-04-03,333.125,44.25,2.55,1.008.375
2016-04-04,328.125,33.125,8.0,10.066.875
2016-04-05,323.125,293.125,9.268.749.999.999.990,1007.0
2016-04-06,31.375,33.125,3.475,1.006.875
2016-04-07,29.933.333.333.333.300,37.0,10.85,10.072.666.666.666.600
2016-04-08,29.266.666.666.666.600,36.0,4.686.666.666.666.660,1009.2
2016-04-09,30.733.333.333.333.300,3.246.666.666.666.660,1.261.875,10.093.125
2016-04-10,32.25,29.0,5.225,10.088.125
2016-04-11,29.8,35.0,16.04,1009.4
2016-04-12,30.2,36.2,19.380.000.000.000.000,10.063.333.333.333.300
2016-04-13,31.75,280.625,18.643.749.999.999.900,10.033.125
2016-04-14,33.125,23.875,10.425,10.038.125
2016-04-15,33.625,25.375,9.8375,1.004.625
2016-04-16,356.875,236.875,11.112.499.999.999.900,10.030.625
2016-04-17,34.666.666.666.666.600,23.866.666.666.666.600,9.386.666.666.666.660,10.026.666.666.666.600
2016-04-18,34.625,30.125,7.175,10.046.875
2016-04-19,34.0,33.6,4.566.666.666.666.660,10.058.666.666.666.600
2016-04-20,340.625,259.375,1.401.875,10.064.375
2016-04-21,34.0,24.666.666.666.666.600,15.75,1003.4
2016-04-22,33.25,24.25,8.35,10.017.272.727.272.700
2016-04-23,31.916.666.666.666.600,21.818.181.818.181.800,19.653.846.153.846.100,10.018.461.538.461.500
2016-04-24,313.125,22.125,10.1875,10.030.625
2016-04-25,31.75,228.125,6.949.999.999.999.990,10.055.625
2016-04-26,334.375,251.875,38.312.500.000.000.000,10.071.875
2016-04-27,33.125,290.625,4.981.249.999.999.990,10.056.875
2016-04-28,3.415.384.615.384.610,2.176.923.076.923.070,11.823.076.923.076.900,10.046.923.076.923.000
2016-04-29,3.407.142.857.142.850,23.285.714.285.714.200,9.123.076.923.076.920,10.057.142.857.142.800
2016-04-30,330.625,255.625,5.2125,10.048.125
2016-05-01,346.875,23.375,8.575,10.024.375
2016-05-02,38.0,18.466.666.666.666.600,9.513.333.333.333.330,1002.2
2016-05-03,35.5,30.375,64.937.499.999.999.900,10.043.125
2016-05-04,33.714.285.714.285.700,31.857.142.857.142.800,10.464.285.714.285.700,10.037.857.142.857.100
2016-05-05,30.6,42.0,11.246.666.666.666.600,10.074.666.666.666.600
2016-05-06,314.375,374.375,8.225,1007.0
2016-05-07,333.125,371.875,4.65,10.055.625
2016-05-08,3.513.333.333.333.330,36.333.333.333.333.300,7.293.333.333.333.330,10.059.333.333.333.300
2016-05-09,3.353.333.333.333.330,40.6,18.425,10.060.625
2016-05-10,34.0,39.75,1.055.625,10.065.625
2016-05-11,32.5,499.375,7.774.999.999.999.990,10.060.625
2016-05-12,35.375,40.0,5.1,1002.25
2016-05-13,37.294.117.647.058.800,2.811.764.705.882.350,807.058.823.529.412,10.013.529.411.764.700
2016-05-14,365.625,31.875,416.875,1.003.125
2016-05-15,37.25,29.5,4.75,10.035.625
2016-05-16,37.214.285.714.285.700,23.5,9.019.999.999.999.990,1000.8
2016-05-17,37.5,258.125,9.612.499.999.999.990,9.989.375
2016-05-18,37.75,27.625,8.45,9.978.125
2016-05-19,37.375,40.5,9.3875,998.625
2016-05-20,37.4,44.2,8.413.333.333.333.330,9.969.333.333.333.330
2016-05-21,3.613.333.333.333.330,45.4,10.873.333.333.333.300,9.959.333.333.333.330
2016-05-22,36.8,44.8,6.553.333.333.333.330,9.964.666.666.666.660
2016-05-23,32.214.285.714.285.700,4.792.857.142.857.140,14.95,9.995.714.285.714.280
2016-05-24,31.526.315.789.473.600,53.526.315.789.473.600,8.494.736.842.105.260,10.007.368.421.052.600
2016-05-25,3.321.739.130.434.780,46.608.695.652.173.900,10.160.869.565.217.300,9.974.782.608.695.650
2016-05-26,3.526.923.076.923.070,4.457.692.307.692.300,1.517.692.307.692.300,9.991.538.461.538.460
2016-05-27,3.827.272.727.272.720,2.609.090.909.090.900,1.531.818.181.818.180,9.999.545.454.545.450
2016-05-28,360.625,37.25,14.405.555.555.555.500,9.998.333.333.333.330
2016-05-29,31.5,570.625,1.168.125,1001.25
2016-05-30,268.125,748.125,9.4875,10.038.125
2016-05-31,32.642.857.142.857.100,51.214.285.714.285.700,74.071.428.571.428.500,10.023.076.923.076.900
2016-06-01,36.0,42.2,9.133.333.333.333.330,10.027.333.333.333.300
2016-06-02,375.625,353.125,1.193.125,1002.0
2016-06-03,375.625,406.875,27.812.500.000.000.000,1002.25
2016-06-04,38.2,4.206.666.666.666.660,32.066.666.666.666.600,10.018.666.666.666.600
2016-06-05,36.166.666.666.666.600,51.75,8.5,10.028.333.333.333.300
2016-06-06,3.542.857.142.857.140,45.714.285.714.285.700,11.0,10.015.714.285.714.200
2016-06-07,34.625,591.875,21.306.250.000.000.000,10.020.625
2016-06-08,3.607.142.857.142.850,44.642.857.142.857.100,8.485.714.285.714.280,9.992.142.857.142.850
2016-06-09,35.733.333.333.333.300,43.733.333.333.333.300,9.26,9.380.666.666.666.660
2016-06-10,3.613.333.333.333.330,4.186.666.666.666.660,1.008.125,998.25
2016-06-11,334.375,499.375,8.812.500.000.000.000,999.0
2016-06-12,35.5,37.125,9.1625,9.988.125
2016-06-13,36.0,433.125,12.85,9.981.875
2016-06-14,32.625,55.125,11.859.999.999.999.900,9.978.125
2016-06-15,34.733.333.333.333.300,4.886.666.666.666.660,10.513.333.333.333.300,9.961.333.333.333.330
2016-06-16,33.5,51.285.714.285.714.200,1.139.285.714.285.710,999.0
